8.57841,9.96585,72183168.00000
8.57841,9.96585,72183168.00000
9.56781,10.68730,62312036.00000
9.56781,10.68730,62312036.00000
9.56781,10.68730,62312036.00000
12.83235,15.97837,61360424.00000
12.83235,15.97837,61360424.00000
22.65091,25.50140,77466960.00000
22.65091,25.50140,77466960.00000
22.65091,25.50140,77466960.00000
10.56113,11.97421,66202500.00000
10.56113,11.97421,66202500.00000
10.56113,11.97421,66202500.00000
9.30811,12.68149,68794536.00000
9.30811,12.68149,68794536.00000
23.31506,26.35278,71506376.00000
23.31506,26.35278,71506376.00000
23.31506,26.35278,71506376.00000
14.43065,14.43065,72398120.00000
14.43065,14.43065,72398120.00000
8.17883,8.93991,70018784.00000
8.17883,8.93991,70018784.00000
8.17883,8.93991,70018784.00000
12.29419,13.33782,57046492.00000
12.29419,13.33782,57046492.00000
12.29419,13.33782,57046492.00000
9.84277,12.95328,63847268.00000
9.84277,12.95328,63847268.00000
9.84277,12.95328,63847268.00000
13.21921,16.04947,56144348.00000
13.21921,16.04947,56144348.00000
13.21921,16.04947,56144348.00000
10.77898,13.67926,64101976.00000
10.77898,13.67926,64101976.00000
10.77898,13.67926,64101976.00000
11.22623,12.54443,62742660.00000
11.22623,12.54443,62742660.00000
11.22623,12.54443,62742660.00000
12.22603,13.60289,56901568.00000
12.22603,13.60289,56901568.00000
12.22603,13.60289,56901568.00000
9.80423,12.49496,62007792.00000
9.80423,12.49496,62007792.00000
11.87042,13.21075,58487936.00000
11.87042,13.21075,58487936.00000
11.87042,13.21075,58487936.00000
12.31271,16.46516,66444360.00000
12.31271,16.46516,66444360.00000
12.31271,16.46516,66444360.00000
9.41837,12.27518,60687600.00000
