11.84750,11.90517,5338680.50000
11.84750,11.90517,5338680.50000
11.52505,11.53513,5049784.50000
11.52505,11.53513,5049784.50000
11.76172,11.76395,2649340.75000
11.76172,11.76395,2649340.75000
11.76172,11.76395,2649340.75000
10.38705,10.65897,3987530.25000
10.38705,10.65897,3987530.25000
10.38705,10.65897,3987530.25000
12.80405,12.80405,5498573.50000
12.80405,12.80405,5498573.50000
12.80405,12.80405,5498573.50000
11.93292,12.13611,4146237.00000
11.93292,12.13611,4146237.00000
9.09296,9.29614,3842325.00000
9.09296,9.29614,3842325.00000
9.09296,9.29614,3842325.00000
5.88541,6.36880,3949778.00000
5.88541,6.36880,3949778.00000
5.88541,6.36880,3949778.00000
10.43201,10.71062,3810196.25000
10.43201,10.71062,3810196.25000
10.43201,10.71062,3810196.25000
13.71042,13.71042,4444912.00000
13.71042,13.71042,4444912.00000
10.62182,10.62182,2780013.75000
10.62182,10.62182,2780013.75000
10.62182,10.62182,2780013.75000
7.81569,7.81569,4999638.50000
7.81569,7.81569,4999638.50000
7.81569,7.81569,4999638.50000
11.19230,11.19230,4302266.00000
11.19230,11.19230,4302266.00000
11.19230,11.19230,4302266.00000
13.28834,13.55543,4235724.50000
13.28834,13.55543,4235724.50000
10.50742,10.98439,4408286.50000
10.50742,10.98439,4408286.50000
10.50742,10.98439,4408286.50000
15.67422,15.87564,4497273.50000
15.67422,15.87564,4497273.50000
11.70129,11.70129,3368061.75000
11.70129,11.70129,3368061.75000
11.70129,11.70129,3368061.75000
13.69832,13.96693,3438335.75000
13.69832,13.96693,3438335.75000
13.69832,13.96693,3438335.75000
12.98777,12.98777,3499941.75000
12.98777,12.98777,3499941.75000
